<Phenotype>,,,,,,,,,,,,,,,,,,,,,,,,,,
taxa,factor,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,covariate,covariate,covariate,covariate,covariate
Taxa,Treatment,GOX,HPR,POX,APX,GPX,CAT,GST,SOD,DHAR,MDHAR,AO,GR,Grxs,Trxs,Prxs,Frxs,MDA,TAC,Poly,ProtOx,PC1,PC2,PC3,PC4,PC5
121752,DRO,0.596,0.164,0.263,-0.215,-2.523,1.615,-0.386,2.578,-0.873,-0.449,-0.967,-1.745,-1.056,1.971,1.228,-0.082,1.4,0.795,1.628,-0.25,13.0086536407471,17.2039737701416,33.895076751709,-9.88964748382568,-31.7009830474854
121753,DRO,0.918,0.935,0.232,-0.2,-0.886,1.781,-0.644,2.553,-1.041,-0.348,-1.149,-1.77,-1.004,2.028,1.182,0.009,1.803,1.258,1.603,-0.102,35.4599952697754,29.2150115966797,-20.5574932098389,14.9101800918579,26.9003314971924
121760,DRO,0.578,0.199,0.472,-0.076,-0.64,1.798,-0.564,2.509,-1.081,-2,-0.827,-1.602,-0.845,2.231,1.454,0.22,1.382,0.822,1.798,-0.125,35.9664306640625,29.0941867828369,-31.6750354766846,12.5672292709351,24.5405025482178
121771,DRO,0.913,0.354,0.409,0.374,-0.75,1.94,-0.592,2.393,-0.987,-0.333,-0.863,-1.658,-1.18,2.053,1.44,0.097,1.514,0.635,0.939,0.035,25.0626411437988,-35.3897590637207,-23.6263980865479,-14.1002168655396,-8.50029850006104
121774,DRO,1.103,0.693,0.57,-0.029,-0.458,1.618,-0.521,2.663,-1.009,-0.726,-0.936,-1.432,-1.131,1.976,1.461,-0.028,1.275,0.693,1.816,-0.105,13.5127458572388,-7.54818487167358,-22.3670024871826,-3.18131470680237,11.404296875
121785,DRO,1.019,0.776,0.642,0.012,-0.879,1.494,-0.545,2.742,-1.602,-0.752,-0.631,-1.658,-0.947,1.948,1.567,-0.058,1.504,0.385,1.493,0.016,-66.1647262573242,21.8704147338867,-15.5765686035156,-36.3960723876953,-7.87454795837402
121799,DRO,0.639,0.653,0.208,-0.068,-1.222,1.825,-0.542,2.863,-0.955,-0.631,-1.237,-1.824,-0.936,2.221,1.186,0.184,1.307,0.711,1.491,-0.072,34.247989654541,32.154224395752,-39.2973785400391,16.9947299957275,25.0041580200195
121808,DRO,0.641,0.188,0.389,0.392,-0.588,1.893,-0.59,2.355,-0.735,-0.237,-0.833,-1.553,-1.194,2.007,1.395,-0.008,1.29,0.7,2.08,-0.045,6.35016393661499,1.19229578971863,39.2282981872559,-0.10597287863493,9.31030559539795
121811,DRO,1.069,0.873,0.528,-0.025,-1.022,1.432,-0.55,2.541,-1.337,-0.322,-0.686,-1.444,-0.971,1.875,1.516,-0.108,1.562,0.527,1.632,-0.018,-70.8299102783203,19.0230827331543,-21.7983531951904,-53.2081680297852,-13.0313625335693
121812,DRO,0.772,0.664,0.065,0.066,-0.642,1.974,-0.577,2.969,-1.131,-0.556,-0.815,-1.569,-0.839,2.351,1.015,0.3,1.424,0.323,1.769,0.087,-69.7536392211914,20.2513732910156,-21.9780616760254,-54.9092559814453,-12.7903633117676
121821,DRO,0.726,0.021,0.484,0.53,-1.18,1.913,-0.714,2.267,-0.712,-0.544,-0.943,-1.602,-1.284,2.096,1.525,-0.062,0.774,0.673,2.289,-0.032,45.2266502380371,17.8444900512695,12.6479921340942,-24.9087181091309,-23.1413669586182
121823,DRO,0.812,0.865,0.486,0.073,-0.558,2.004,-0.48,2.994,-0.87,-0.32,-0.824,-1.854,-0.812,2.376,1.481,0.147,1.4,1.167,1.798,0.011,-60.9427146911621,17.4015769958496,-15.4400501251221,-35.1379241943359,-4.85327005386353
121827,DRO,0.877,0.246,0.479,-0.093,-0.793,1.803,-0.514,2.589,-1.013,-0.327,-0.78,-0.818,-1.051,2.11,1.412,0.11,1.44,0.71,1.205,-0.105,34.931884765625,13.7494430541992,-31.8904342651367,-2.22863936424255,1.84654378890991
121829,DRO,0.626,0.473,0.292,0.439,-0.793,1.854,-0.415,2.58,-0.821,-0.369,-0.943,-1.745,-1.201,2.016,1.319,-0.029,0.773,1.007,2.349,-0.11,-68.1593933105469,20.2539691925049,-18.5709075927734,-37.9692077636719,-4.35900115966797
121830,DRO,1.027,0.645,0.495,-0.075,-0.936,1.403,-0.533,2.628,-1.921,-0.631,-0.73,-1.678,-1.056,1.846,1.5,-0.089,1.573,0.664,1.561,-0.073,-68.6678466796875,22.338005065918,-23.0521087646484,-53.0997657775879,-10.7690048217773
121834,DRO,1.023,0.666,0.438,-0.018,-0.642,1.489,-0.495,2.674,-1.092,-0.331,-0.907,-1.602,-0.983,1.959,1.447,0.012,1.428,0.792,1.883,-0.028,-61.7467193603516,20.892765045166,-13.2244319915771,-25.8979969024658,2.10162425041199
121835,DRO,0.751,0.339,0.433,-0.064,-0.883,1.821,-0.553,2.642,-0.824,-0.474,-1.097,-1.509,-0.9,2.123,1.404,0.141,1.213,0.787,1.771,-0.086,29.3723888397217,22.9757289886475,38.2405014038086,-20.2871341705322,-32.9719047546387
121836,DRO,0.824,0.365,0.373,-0.117,-0.662,1.192,-0.788,2.493,-1.056,-0.66,-0.955,-1.42,-1.276,1.936,1.346,0.027,1.276,0.798,2.164,-0.175,15.0497426986694,-56.2168006896973,-24.5006427764893,-8.36114025115967,-2.17039394378662
121839,DRO,0.732,0.881,0.593,0.113,-0.507,2.05,-0.561,3.053,-0.893,-0.218,-0.74,-2.398,-0.767,2.42,1.551,0.199,1.516,1.147,1.683,0.08,-68.8850021362305,22.8098182678223,-14.4456348419189,-33.755428314209,-3.43517470359802
121840,DRO,0.837,0.715,0.533,0.188,-0.672,1.755,-0.456,2.539,-1.066,-0.34,-0.812,-1.509,-1.268,2.028,1.549,-0.046,1.541,0.739,1.574,-0.098,-66.1466445922852,20.5861072540283,-14.1952333450317,-30.7281036376953,-1.15416431427002
121846,DRO,0.855,0.615,0.541,0.061,-0.59,1.901,-0.452,2.989,-0.577,-0.046,-0.81,-1.721,-0.983,2.44,1.511,0.398,1.275,0.742,1.736,0.012,40.8409271240234,31.8851776123047,-3.83974981307983,0.312703788280487,-3.45576500892639
121847,DRO,0.687,0.666,0.39,-0.012,-0.642,1.923,-0.465,2.804,-0.496,-0.049,-0.967,-1.155,-0.917,2.11,1.342,0.151,1.217,1.252,1.582,-0.07,40.2954559326172,36.6972236633301,-17.5838928222656,1.05007004737854,1.53483819961548
121848,DRO,0.761,0.241,0.635,-0.026,-0.565,1.841,-0.449,2.649,-0.418,-0.32,-0.86,-1.569,-0.928,2.111,1.625,0.055,1.377,0.739,1.885,-0.03,21.345365524292,25.6899662017822,-1.89395618438721,-6.95327377319336,-1.59250903129578
121849,DRO,0.89,0.88,0.489,-0.014,-0.75,1.071,-0.434,2.488,-1.013,-0.29,-0.77,-1.745,-0.896,2.095,1.473,0.08,1.539,0.93,1.628,-0.02,33.5293579101562,34.2688941955566,-40.5157775878906,16.0350761413574,23.1161918640137
121850,DRO,0.762,0.366,0.463,-0.052,-0.646,1.844,-0.485,2.7,-0.866,-0.34,-0.917,-1.678,-0.889,2.105,1.369,0.11,1.366,0.723,1.678,-0.069,37.7628440856934,28.4712772369385,-1.94866585731506,-14.6462383270264,-4.40175867080688
121851,DRO,0.778,0.583,0.577,-0.024,-0.775,1.818,-0.334,2.601,-0.728,-0.446,-0.91,-1.538,-0.914,2.096,1.548,0.106,1.276,0.691,1.342,-0.055,39.7886810302734,32.5977210998535,-3.8229296207428,1.25099217891693,-1.70578670501709
121852,DRO,0.885,0.766,0.357,0.045,-0.648,1.921,-0.451,2.982,-1.076,-0.47,-0.917,-2,-0.833,2.348,1.298,0.281,1.436,0.776,0.685,0.024,43.8416328430176,24.5597057342529,-15.8775281906128,-6.69682550430298,-9.4382848739624
121853,DRO,0.891,0.529,0.341,0.088,-0.556,1.96,-0.427,2.908,-0.695,-0.544,-0.851,-1.481,-0.788,2.264,1.296,0.25,1.294,0.664,1.352,0.045,46.8112907409668,23.7948188781738,-32.4063682556152,9.493408203125,14.3155698776245
121854,DRO,0.756,0.026,0.405,0.494,-0.87,1.873,-0.754,2.22,-0.71,-0.465,-0.815,-1.523,-1.357,2.02,1.419,-0.048,0.182,0.575,1.563,-0.053,41.6435546875,25.0857353210449,0.0685386136174202,-9.76261043548584,-6.33047103881836
121855,DRO,0.714,0.957,0.173,-0.069,-0.701,1.827,-0.521,2.77,-0.967,-0.474,-0.987,-1.699,-0.943,2.234,1.115,0.176,1.278,0.657,0.263,-0.09,37.8088722229004,32.9733810424805,-10.8398742675781,2.11357164382935,2.99654603004456
121856,DRO,0.963,1.138,0.434,0.088,-0.73,2.014,-0.421,3.033,-0.507,-0.096,-0.851,-2,-0.772,2.213,1.418,0.172,1.202,1.225,1.758,0.024,40.8165016174316,34.596565246582,-18.9855003356934,0.525540947914124,0.81921648979187
121857,DRO,1.025,0.398,0.639,-0.004,-0.772,1.873,-0.385,2.688,-0.883,-0.438,-0.764,-1.553,-0.854,2.153,1.507,0.134,1.41,0.729,1.457,-0.026,47.7995147705078,23.1199569702148,-33.6495475769043,10.1884937286377,12.8288726806641
121858,DRO,0.922,0.343,0.508,-0.069,-0.636,1.772,-0.452,2.454,-0.996,-0.317,-0.75,-1.367,-0.873,2.065,1.359,0.042,1.525,0.69,1.655,-0.049,31.5194683074951,22.9133071899414,-35.2933349609375,11.2868432998657,20.8609504699707
121881,DRO,0.811,0.561,0.335,0.322,-0.815,1.834,-0.495,2.509,-1.26,-0.747,-0.812,-1.42,-1.237,2.017,1.348,0.065,1.449,0.601,0.948,-0.081,-29.70188331604,-2.30150723457336,1.39225661754608,10.6335344314575,10.4169406890869
121889,DRO,0.766,-0.034,0.322,0.467,-0.738,1.908,-0.616,2.375,-0.66,-0.393,-1.076,-1.585,-1.187,2.031,1.322,-0.039,1.238,0.53,1.445,0.008,29.6758193969727,13.6603298187256,13.4399728775024,-14.8699464797974,-12.9717645645142
121963,DRO,0.656,0.808,0.053,-0.066,-0.623,1.843,-0.672,2.595,-1.18,-0.955,-0.842,-1.921,-0.979,2.187,1.025,0.155,1.465,0.51,0.833,-0.071,-27.0688724517822,10.3713111877441,7.40537071228027,-21.2125339508057,-0.283171862363815
121965,DRO,0.824,0.48,0.331,0.439,-0.666,1.976,-0.551,2.426,-0.78,-0.439,-0.991,-1.62,-1.081,2.177,1.317,0.053,1.465,0.473,1.698,0.08,11.7404375076294,-2.19744324684143,45.0845375061035,0.806267499923706,-4.35005760192871
121990,DRO,0.913,0.976,-0.104,0.124,-0.618,2.017,-0.471,3.074,-1.222,-0.317,-0.777,-1.658,-0.921,2.253,0.91,0.236,1.595,0.858,1.136,0.106,-69.7236175537109,17.9418144226074,-14.6897420883179,-47.1396331787109,-4.88807773590088
122000,DRO,1.022,0.667,0.572,-0.1,-0.68,1.771,-0.513,2.494,-1.229,-0.394,-0.907,-1.553,-0.955,2.105,1.54,0.078,1.651,0.713,0.84,-0.088,3.71587228775024,-16.9303932189941,35.8148155212402,3.76440834999084,3.23503828048706
122011,DRO,0.967,0.433,0.473,0.518,-0.625,1.991,-0.529,3.069,-0.757,-0.547,-0.936,-1.638,-0.836,2.217,1.407,0.231,1.572,0.708,1.743,0.063,32.4078750610352,-1.03925180435181,3.03423023223877,-11.5282173156738,-6.8375883102417
122025,DRO,0.838,0.441,0.621,-0.012,-0.842,1.85,-0.481,2.559,-0.735,-0.456,-1.086,-1.699,-0.86,2.188,1.613,0.166,1.307,0.68,1.5,-0.029,29.2374877929688,17.6955986022949,23.4390907287598,-14.748628616333,-29.8963947296143
122029,DRO,0.765,0.489,0.44,-0.157,-0.839,0.899,-0.519,2.546,-1.155,-0.754,-0.873,-1.678,-0.947,1.808,1.433,-0.114,1.425,0.778,1.712,-0.152,25.4501914978027,22.2312183380127,30.3940010070801,-11.3415594100952,-17.9354038238525
122076,DRO,0.726,0.376,0.388,0.337,-0.662,1.765,-0.519,2.473,-0.967,-0.815,-0.77,-1.456,-1.319,1.929,1.377,-0.077,1.299,0.661,1.916,-0.11,-9.39582061767578,-3.75868821144104,29.0859603881836,3.00536465644836,20.8728713989258
122088,DRO,0.83,0.52,0.326,-0.151,-0.9,1.745,-0.618,2.44,-0.86,-0.388,-1.244,-1.745,-1.125,2.133,1.281,0.058,1.458,0.781,1.582,-0.161,25.4271850585938,21.3966979980469,-42.3506698608398,20.7345542907715,13.4239406585693
122089,DRO,0.623,0.407,0.364,-0.153,-0.876,1.758,-0.629,2.685,-0.807,-0.132,-1.119,-1.638,-1.114,2.053,1.302,0.006,1.301,1.088,1.885,-0.164,23.9513339996338,35.4344863891602,-36.4789123535156,24.8178119659424,21.3434009552002
122090,DRO,0.577,0.055,0.3,0.424,-0.8,1.835,-0.747,2.229,-0.896,-0.524,-1.292,-1.602,-1.357,1.921,1.344,-0.119,1.088,0.55,1.821,-0.087,24.0006809234619,35.4500160217285,-36.5377769470215,24.6553401947021,21.2473373413086
122091,DRO,0.571,-0.1,0.278,-0.107,-0.983,1.796,-0.583,2.617,-1.097,-0.636,-1.18,-1.481,-1.056,2.113,1.24,0.092,1.364,0.723,1.667,-0.127,30.2911853790283,24.3689136505127,-22.6109371185303,4.16607475280762,-1.43973231315613
122093,DRO,0.907,0.38,0.466,-0.22,-0.788,1.019,-0.833,2.743,-1.284,-0.62,-0.921,-1.495,-1.292,1.9,1.393,-0.043,1.458,0.853,2.405,-0.19,-6.62601613998413,3.96907877922058,-13.5489711761475,6.4746527671814,3.95478367805481
122094,DRO,0.888,0.364,0.529,-0.071,-0.672,1.235,-0.496,2.415,-1.131,-0.342,-0.775,-1.745,-0.991,1.999,1.553,0.044,1.358,1.254,1.981,-0.123,35.633960723877,28.7643928527832,-35.234920501709,2.06317472457886,9.18756484985352
122098,DRO,0.489,0.021,0.047,-0.24,-0.873,1.623,-0.752,2.448,-1.208,-0.71,-1.119,-1.523,-1.071,1.885,0.995,0.024,1.311,0.818,1.068,-0.299,28.3070125579834,11.9317502975464,26.3564834594727,-20.1244506835938,-23.4585418701172
122099,DRO,0.676,0.189,0.251,-0.257,-0.9,1.613,-0.812,2.429,-1.328,-0.845,-1.051,-1.658,-1.036,1.973,1.229,0.085,1.326,0.775,1.065,-0.261,32.9033050537109,22.2038040161133,-8.37353706359863,-2.29764461517334,7.86361885070801
122112,DRO,0.65,0.433,0.459,-0.037,-0.893,1.807,-0.369,2.623,-1.06,-0.417,-0.839,-2.523,-0.896,2.299,1.416,0.309,1.325,0.812,1.595,-0.106,31.7367877960205,19.4164848327637,40.3751411437988,-21.2257232666016,-35.7604751586914
122140,DRO,0.739,-0.048,0.346,0.337,-0.648,1.815,-0.564,2.435,-0.851,-0.444,-0.876,-1.62,-1.208,1.884,1.378,-0.065,1.434,0.833,2.137,-0.095,18.2698860168457,6.68060684204102,10.2870016098022,9.65475177764893,26.101692199707
122156,DRO,0.652,0.462,0.158,0.288,-0.733,1.706,-0.526,2.476,-1.187,-0.738,-0.83,-1.553,-1.284,1.968,1.139,-0.057,1.384,0.667,1.899,-0.176,3.5926148891449,-22.9695625305176,24.9765110015869,5.46777391433716,9.15567874908447
122159,DRO,1.086,0.998,0.449,0.02,-0.714,1.507,-0.452,2.703,-1.237,-0.616,-0.996,-1.553,-0.959,2.017,1.477,0.086,1.386,0.625,1.526,-0.01,-70.7473449707031,18.4299907684326,-15.6361255645752,-41.5389747619629,-6.84724140167236
122179,DRO,0.747,0.46,0.323,0.068,-1.301,1.695,-0.381,2.64,-1.585,-0.726,-0.827,-1.432,-1.194,2.048,1.274,0.03,1.653,0.951,2.001,-0.192,3.08138251304626,-14.0363683700562,36.9488372802734,11.6074419021606,21.2748622894287
122181,DRO,0.862,0.419,0.229,0.129,-1.066,1.738,-0.564,2.429,-1.174,-0.434,-0.866,-1.509,-1.284,1.967,1.245,-0.066,1.687,0.817,2.228,-0.091,-22.1706638336182,2.10235714912415,15.5518016815186,16.5087280273438,18.5464191436768
122206,DRO,1.183,0.867,0.392,-0.004,-0.644,1.507,-0.551,2.718,-1.585,-0.947,-0.914,-1.886,-0.951,1.935,1.408,-0.002,1.479,0.591,1.545,-0.026,-27.5677947998047,0.303500682115555,-0.833735048770905,20.2103748321533,-17.693717956543
122232,DRO,0.825,0.793,0.214,-0.139,-0.812,1.747,-0.607,2.6,-1.444,-0.68,-1.086,-1.658,-1.092,2.162,1.189,0.137,1.775,0.713,1.376,-0.089,37.8428535461426,36.7536888122559,-18.3355407714844,-0.122149117290974,2.22659778594971
122236,DRO,0.671,0.497,0.27,-0.154,-0.796,1.727,-0.627,2.544,-1.032,-0.674,-1.081,-1.796,-0.907,1.999,1.242,-0.03,1.433,0.796,1.73,-0.162,5.88164329528809,-19.8736724853516,24.9926261901855,3.07700943946838,9.11299705505371
122239,DRO,0.799,0.556,0.362,-0.027,-0.636,1.869,-0.519,2.802,-0.921,-0.585,-0.807,-1.538,-0.963,2.143,1.287,0.074,1.368,0.588,1.506,-0.041,33.2498931884766,4.21319723129272,-22.4995994567871,-12.2426738739014,0.999119699001312
122255,DRO,0.932,0.658,0.485,0.407,-0.599,1.859,-0.68,2.321,-0.839,-0.815,-0.839,-1.432,-1.237,1.961,1.484,-0.082,1.078,0.57,1.798,-0.069,21.2836608886719,5.05775213241577,-5.47538471221924,-4.01474475860596,4.71310043334961
122258,DRO,0.728,0.682,0.405,-0.127,-0.75,1.793,-0.658,2.412,-0.996,-0.273,-0.979,-1.678,-0.947,2,1.392,-0.004,1.416,1.131,1.507,-0.141,2.23837637901306,11.7709302902222,19.1228313446045,-0.62156754732132,4.93366670608521
122272,DRO,0.75,0.621,0.436,0,-0.674,1.876,-0.38,2.841,-0.854,-0.444,-0.87,-1.77,-0.879,2.177,1.391,0.125,1.508,0.64,0.948,0.032,29.3564033508301,17.5981884002686,23.5877113342285,-14.6483392715454,-29.8634300231934
122284,DRO,0.965,0.682,0.615,0.004,-0.678,1.849,-0.276,2.775,-0.46,-0.041,-0.684,-1.62,-0.932,2.127,1.572,0.078,1.413,0.734,1.489,-0.004,34.6752281188965,31.299747467041,-36.0195999145508,15.5842990875244,25.1905136108398
122285,DRO,0.772,0.477,0.397,-0.074,-0.75,1.794,-0.458,2.715,-0.777,-0.21,-0.815,-1.553,-1.009,2.132,1.283,0.054,1.426,0.667,1.21,-0.03,31.0892105102539,26.2069873809814,-20.4823055267334,5.24248266220093,11.0319051742554
122286,DRO,0.907,0.599,0.416,-0.045,-0.757,1.857,-0.569,2.762,-0.854,-0.5,-0.863,-1.432,-0.936,2.055,1.331,0.071,1.492,0.722,1.479,-0.059,24.0492687225342,20.9531955718994,0.906368672847748,13.0128192901611,9.54234600067139
122287,DRO,0.624,0.519,0.085,-0.097,-0.658,1.778,-0.562,2.516,-0.939,-0.629,-0.81,-2.046,-1.102,2.114,1.082,0.135,1.474,0.719,1.681,-0.095,42.1664657592773,16.7488193511963,12.348949432373,-19.8870048522949,-21.6423358917236
122288,DRO,0.96,1.077,0.131,-0.032,-0.759,1.839,-0.599,2.882,-0.943,-0.52,-1.066,-2,-1.004,2.215,1.088,0.253,1.114,0.666,0.953,-0.1,40.2844543457031,27.7687435150146,-32.3800773620605,12.3493804931641,23.9180660247803
122289,DRO,0.722,0.29,0.357,0.375,-0.712,1.882,-0.502,2.494,-0.754,-0.347,-0.932,-1.721,-1.149,2.039,1.383,0.024,1.335,0.704,2.04,-0.037,29.5291023254395,39.0440216064453,-11.7216320037842,3.45421123504639,0.311674386262894
122290,DRO,0.851,0.564,0.464,-0.058,-1.086,1.49,-0.538,2.753,-0.845,-0.728,-1.032,-1.444,-0.955,1.956,1.466,-0.04,1.303,0.523,1.896,-0.007,43.4902038574219,35.3096961975098,1.60570693016052,-10.4287204742432,-9.84682655334473
122291,DRO,0.846,0.265,0.588,-0.03,-0.767,1.83,-0.348,2.608,-0.678,0.029,-0.693,-1.31,-0.924,2.095,1.536,0.109,1.402,1.239,1.769,-0.056,34.4936485290527,27.4078559875488,-41.7015953063965,15.1516332626343,16.9219799041748
122298,DRO,0.749,0.2,0.539,-0.111,-0.742,1.734,-0.463,2.587,-0.921,-0.523,-0.91,-1.638,-0.883,2.127,1.505,0.232,1.428,0.969,1.882,-0.137,25.864164352417,8.78152561187744,43.9425315856934,-18.2232265472412,-29.1951007843018
